id,status,votes,title,avg_age,polarity,budget,point/cost,points,category,level,district,detailed_localization,description,attachments
244,niewybrany,3904,PLACE ZABAW ORAZ OŚWIETLENIE ALEI ROMERA W PARKU GRABISZYŃSKIM ,0,1,1280000,1280000.0,1,rekreacja,od 500 tys. zł,Grabiszyn-Grabiszynek,"Oświetlenie - Al. Romera od Hallera do kładki na Ślęzy, Dz. 3/2 am-30, Dz. 1/2 am-29,  Dz. 1 am-35, Dz. 1/2 am-41, Dz. 3/1 am-40 Plac zabaw - obok Małej Sobótki Dz. 6/8 am-37, Dz. 6/9 am-","Projekt obejmuje dwie części: 1. Oświetlenie lampami ledowymi Alei Romera od al.gen. J. Hallera aż do kładki na rzece Ślęza. Około 50 energooszczędnych lamp ledowych na pięciometrowych słupach oświetli park, umożliwiając bezpieczne korzystanie z niego  również po zmroku spacerującym, rowerzystom, biegaczom. Aleja Romera jest główną trasą parku użytkowaną przez setki osób dziennie, łączy osiedle Oporów z Grabiszynkiem i stanowi część wyznaczonej ścieżki biegowej. 
2. Budowa placu zabaw w pobliżu górki Małej Sobótki położonej  przy części osiedla, która w ostatnich latach najbardziej dynamicznie się rozwija. Do najbliższego placu zabaw spełniającego warunki bezpieczeństwa i higieny jest zdecydowanie za daleko i mieszkańcy często tam nie docierają. Projekt obejmuje wykonanie dwóch placów zabaw: mniejszego dla młodszych dzieci oraz większego dla dzieci starszych.  Plac dla młodszych wyposażony będzie w piaskownicę oraz odpowiednie dla tej grupy wiekowej urządzenia takie jak: bujaki, huśtawki i urządzenia do wspinania. Plac zabaw dla dzieci starszych ma przede wszystkim służyć ich rozwojowi fizycznemu i rekreacji, składa się z urządzeń do wspinania po linach, liny do zjazdu, trampoliny i huśtawek. W proponowanej lokalizacji plac zabaw wraz z górką oraz urządzeniami ścieżki zdrowia stworzy doskonały zespół rekreacyjny.
Użytkownikami placu zabaw będą zarówno dzieci z najbliższych osiedli, jak i z dalej położonych. W pobliżu parku znajdują się trzy szkoły podstawowe oraz cztery przedszkola, które z pewnością również skorzystają z tak atrakcyjnego miejsca zabaw. Park Grabiszyński, mimo niedoinwestowania, jest celem wypraw mieszkańców z całego miasta.",[]
357,bd,,Street Workout Park Plus ,0,5,54100,54100.0,1,rekreacja,do 150 tys. zł,Biskupin-Sępolno-Dąbie-Bartoszowice,"Nadodrzański park przy ulicy Chełmońskiego, X: 360636.12 Y: 367030.81 N:51 stopni 5\""49.45\""E: 17 stopni 6\""1.53\""","Street Workout Park Plus to siłownia na świeżym powietrzu, powszechnego użytku, wpływająca na poprawę aktywności fizycznej społeczeństwa i rozpowszechnienia zdrowego trybu życia.Chcemy rozpropagować nowy rodzaj treningu zwany \""Street Workout\'em\"", cieszący się dużym zainteresowaniem w krajach Europy Zachodniej i Ameryki. Kluczową ideą projektu Street Workout Park Plus jest jego powszechność, w rozumieniu jego nieograniczonej dostępności i braku konieczności ponoszenia nakładu finansowego użytkowników. Forma treningu jest odpowiednia dla każdego, ponieważ trenujemy tylko i wyłącznie własnym ciężarem ciała. Z pewnością znaczna cześć mieszkańców, głównie młodzież zainteresuje się projektem i wybierze aktywny rodzaj spędzania wolnego czasu.",[]
185,wybrany,1235,"Park Szeli. Teren rekreacyjny w trójkącie Zaporoska-Skwierzyńska-Lubuska
 ",0,0,330000,330000.0,1,rekreacja,150 tys. zł - 500 tys. zł,Powstańców Śląskich,"Teren zielony między ul. Zaporoską, Skwierzyńską i Lubuską, Dz. nr 10, 12, 13, AM 43, Obręb Południe","Problem niebezpiecznych, brudnych, ciemnych, zabłoconych skwerów można rozwiązać. W tej lokalizacji brakuje terenów zieleni do wypoczynku i rekreacji. Projekt przewiduje posadzenie roślin ozdobnych, wielobarwnych i zimozielonych, położenie nowej nawierzchni z lokalizacją urządzeń sportowych, oświetlenia atrakcyjnymi parkowymi latarniami, ustawienie ławek i siedzisk, koszy na odpadki i psich pakietów, stojaków rowerowych, domków i poideł dla ptaków. Ze względu na znaczenie na mapie  Wrocławia, nowe rozwiązania mają  służyć uczniom okolicznych szkół, mieszkańcom okolicy, całego Miasta jak i turystom.","[['http://projekty-wbo.wroclaw.pl/files/attachments/185/185_2.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://projekty-wbo.wroclaw.pl/files/attachments/185/185_3.pdf', '\n\n\nZałącznik nr 2\n\n'], ['http://projekty-wbo.wroclaw.pl/files/attachments/185/185_4.pdf', '\n\n\nZałącznik nr 3\n\n']]"
132,wybrany,385,Spokojny ruch na ul. Brylantowej ,0,-3,28000,28000.0,1,droga,do 150 tys. zł,Ołtaszyn,"ul. Brylantowa, Ołtaszyn","Ulica Brylantowa zyskała nową nawierzchnie i została strefą uspokojonego ruchu. Mieszkańcy spacerują po niej z dziećmi, jeżdżą na rowerach i rolkach. Niestety droga nie ma żadnych progów zwalniających a kierowcy nie przestrzegają ograniczenia prędkości do 20 km/h. Stanowi to duże zagrożenie dla pieszych, gdyż ulica nie została wyposażona w chodniki. Cztery progi zwalniające pozwoliłyby na spowolnienie ruchu oraz zwiększenie bezpieczeństwa użytkowników drogi.",[]
67,wybrany,1614,Budowa pierwszego placu zabaw dla dzieci na Osiedlu Swojczyce ,0,0,500000,500000.0,1,plac zabaw,150 tys. zł - 500 tys. zł,Strachocin-Swojczyce-Wojnów,"ul. Miłoszycka 13, Osiedle Swojczyce, nr dz. 14/2; AM 16",projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/67/67_1.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://projekty-wbo.wroclaw.pl/files/attachments/67/67_2.pdf', '\n\n\nZałącznik nr 2\n\n']]"
105,niewybrany,124,Rewitalizacja podwórka w kwartale kamienic Lelewela 17 do 23 oraz Prosta 46 wraz z budową obiektów małej architektury ,0,2,499000,499000.0,1,inne,150 tys. zł - 500 tys. zł,Przedmieście Świdnickie,"Stare Miasto, AR_32, 9/12","Proponowany projekt doskonale wpisuje się w założenia Budżetu Obywatelskiego. Polega on na rewitalizacji podwórka które obecnie znajduje się  w opłakanym stanie (ciągle zalegające błoto i liczne odchody zwierząt).  Po zakończeniu prac podwórko stałoby się miejscem spajającym lokalną społeczność oraz umożliwiającym mieszkańcom spędzanie wolnego czasu w bliskim otoczeniu ich domów. W chwili obecnej miejsce to odpycha tak swoim wyglądem jak i stanem. W związku z tym mieszkańcy nie są w stanie w żadnej mierze skorzystać z najbliższego otoczenia ich domów (poza parkowaniem na nim swoich aut). Jak pokazuje przykład innych dzielnic, gdzie obecnie wykonuje się kompleksowe rewitalizacje przestrzeni wspólnych (Nadodrze) projekty takie mogą mieć i mają pozytywny wpływ na aktywizację lokalnej społeczności oraz na tworzenie się relacji i więzi międzyludzkich. Po zakończeniu projektu powstanie estetyczne miejsce, które będzie w stanie zaoferować mieszkańcom takie same możliwości korzystania z przestrzeni jakie mają mieszkańcy w nowo budowanych budynkach, tj. nie ograniczających się do funkcji parkingu, ale również umożliwiając im traktowanie otoczenia swojego domu jako miejsca dającego urozmaicone możliwości spędzenia wolnego czasu. Dzięki wykonaniu delikatnego oświetlenia LED znacznej poprawie ulegnie również bezpieczeństwo, gdyż w chwili obecnej skwer jest zupełnie nieoświetlony. 
Projekt rewitalizacji podwórka jest inicjatywą lokalnej społeczności, która chce zadbać nie tylko o najbliższe otoczenie, ale także pielęgnować historię miasta.",[]
138,wybrany,78,Ławki i kosze na śmieci dla spacerowiczów przy ul. Lipskiej ,0,0,15000,15000.0,1,zieleń miejska,do 150 tys. zł,Osobowice - Rędzin,"Osobowice, AR_16 1/45","Po przebudowie ul. Lipskiej przed kilku laty powstał ładny ciąg spacerowy wzdłuż ul. Lipskiej na odcinku od skrzyżowania z ul. Witkowską w kierunku zabytkowej kaplicy na Górze Kaplicznej i dalej w kierunku schroniska dla zwierząt przy ul. Ślazowej. Jest to miejsce chętnie wykorzystywane do spacerów przez mieszkańców osiedla w każdym wieku. Wzdłuż nowego chodnika posadzono ładną zieleń, brak jest jednak jakichkolwiek ławek czy koszy na śmieci, które bardzo przydałyby się w tym miejscu.",[]
291,niewybrany,826,Budowa ciagu pieszo-jezdnego z miejscami postojowymi dla samochodów osobowych przy Cmentarzu Brochowskim na działce Gminy Wrocław nr 54/1 dr;Am 7 obr. Brochów ,0,0,420000,420000.0,1,droga,150 tys. zł - 500 tys. zł,Brochów,działka gruntu nr 54/1 dr AM 7 obr. Brochów i zjazd z ulicy Brochowskiej dz. nr 15 AM 7 obr Brochów,projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/291/291_0.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://projekty-wbo.wroclaw.pl/files/attachments/291/291_1.pdf', '\n\n\nZałącznik nr 2\n\n']]"
425,niewybrany,50,"Przejścia dla pieszych na skrzyżowaniu ulicy Grodzkiej i Mostu Uniwersyteckiego, po wschodniej stronie skrzyżowania
 ",0,0,150000,150000.0,1,droga,150 tys. zł - 500 tys. zł,Stare Miasto,Grodzka/Most Uniwersytecki,"Projekt zakłada wytyczenie przejścia dla pieszych na skrzyżowaniu ulicy Grodzkiej i Mostu Uniwersyteckiego, po wschodniej stronie skrzyżowania. ","[['http://projekty-wbo.wroclaw.pl/files/attachments/425/425_0.pdf', '\n\n\nZałącznik nr 1\n\n']]"
152,bd,,Parking dla mieszkańców przy ulicach Płońskiego i Skoczylasa ,0,0,49000,49000.0,1,droga,do 150 tys. zł,Leśnica,"Działka 26, 1AM - 15",projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/152/152_1.pdf', '\n\n\nZałącznik nr 1\n\n']]"
472,niewybrany,862,"Osiedle ogród - Założenie ogrodowo-parkowe w obrębie ulic: Grudziądzka, Krzywoustego, Brucknera, Kętrzyńska, Giżycka. ",0,0,1375000,1375000.0,1,zieleń miejska,od 500 tys. zł,Karłowice-Różanka,"założenia ogrodowo-parkowe w obrębie ulic Kromera, Krzywoustego, Kętrzyńskiej i Giżyckiej",projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/472/472_1.pdf', '\n\n\nZałącznik nr 1\n\n']]"
13,bd,, Dodatkowych przejścia dla pieszych z  towarzyszącym im przejazdem dla rowerzystów  przez obie jezdnie ulicy ks. Piotra Skargi - GRUNTOWNA ANALIZA ,0,0,10000,10000.0,1,inne,do 150 tys. zł,Stare Miasto,obie jezdnie ulicy ks. Piotra Skargi,"z uwagi na skomplikowane powiązania ruchowe 
projekt wymaga przeprowadzenia gruntownej 
analizy. Dopiero po jej przeprowadzeniu możliwa 
jest ocena wykonalności przeprowadzenia 
takiego rozwiązania, w bliskiej odległości 
znajdują się 2 przejścia dla pieszych - projekt to wykonanie  GRUNTOWNEJ ANALIZY",[]
208,bd,,Ułożenie na ul. Kołobrzeskiej progów spowalniających ruch uliczny ,0,0,100000,100000.0,1,droga,do 150 tys. zł,Kuźniki,ul. Kołobrzeska na długości ok 300m,projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/208/208_0.pdf', '\n\n\nZałącznik nr 1\n\n']]"
432,bd,,Demontaż bramek na wyspie słodowej ,0,0,10000,10000.0,1,inne,do 150 tys. zł,Stare Miasto,Wyspa Słodowa,Umożliwi to szersze korzystanie z terenów zielonych miasta,"[['http://projekty-wbo.wroclaw.pl/files/attachments/432/432_0.pdf', '\n\n\nZałącznik nr 1\n\n']]"
355,bd,,Sieć tras pieszo-rowerowych na osiedlu Krzyki-Partynice ,0,3,500000,500000.0,1,droga,150 tys. zł - 500 tys. zł,Krzyki-Partynice,Krzyki - Partynice,"Główną motywacją stojącą za zgłoszeniem tego projektu jest zwiększenie bezpieczeństwa i wygody każdego z uczestników ruchu. 
Projekt obejmuje ulice które są głównymi trasami wylotowymi takie jak:  Aleja Karkonoska, ul. Powstańców Śląskich, Krzycka oraz mniejsze odcinki takie jak, ścieżka przy nasypie kolejowym, ul. Wietrzna, Szronowa, Upalna, Kolarska, Końska oraz Hipiczna. 
Wyznaczenie w wyżej wymienionych miejscach tras pieszo-rowerowych zwiększy komfort, szybkość przejazdu i będzie krokiem ku spełnieniu \""Wrocławskiej Polityki Mobilności\"".",[]
56,niewybrany,1074,Plac zabaw w parku przy ul. Długosza i Czajkowskiego ,0,4,300000,300000.0,1,plac zabaw,do 150 tys. zł,Karłowice-Różanka,"Skrzyżowanie Czajkowskiego i Długosza, nr działki 21 i 22/1","Plac zabaw będzie dostępny dla dzieci mieszkających przy ul. Czajkowskiego, Długosza, Sołtysowickiej, Przesmyckiego, al. Kromera i okolic.Plac zabaw w parku jest niezbędny, gdyż dla mieszkających tu dzieci nie ma żadnego ogólnodostępnego miejsca w najbliższej okolicy, gdzie mogłyby się aktywnie bawić na powietrzu. Plac zabaw umożliwi młodszym dzieciom podejmowanie aktywności fizycznej w sposób pozwalający rozładować napięcia emocjonalne i fizyczne. Myśląc o zdrowym rozwoju naszych dzieci, o ich przyszłości, chcielibyśmy dać im możliwość aktywnego spędzania czasu. Park, jako miejsce wypoczynku i rekreacji, jest idealną lokalizacją dla takiej inwestycji.",[]
470,bd,,Poprawa lokalnej estetyki przestrzeni publicznej poprzez ogrodzenie cmentarza ,0,0,25830,25830.0,1,inne,do 150 tys. zł,Leśnica,"ul. Trzmielowicka 11 (cmentarz), mapa nr 33, dz. nr 2a",projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/470/470_1.pdf', '\n\n\nZałącznik nr 1\n\n']]"
250,bd,,Park Port Kolumba ,0,-1,144430,144430.0,1,rekreacja,do 150 tys. zł,Strachocin-Swojczyce-Wojnów,"Swojczyce, AR_26, 20/11","W ramach WBO chcielibyśmy stworzyć miejsce rodzinnego wypoczynku i rekreacji z malowniczym widokiem na Odrę.

Park usytuowany jest na styku Sępolna i Swojczyc, w bezpośrednim sąsiedztwie dwóch dużych inwestycji mieszkaniowych - Olimpia Port i Nowy Port. Ze względu na położenie, bliskość kanału żeglugowego, ścieżek rowerowych oraz powstającego przy ul. Marca Polo bulwaru spacerowego będzie służyć także innym mieszkańcom Wrocławia, zwłaszcza Swojczyc, Sępolna i pobliskiego Biskupina.

Na wyznaczonym terenie chcielibyśmy ustawić i podłączyć 10 lamp parkowych, 17 ławek, 8 koszy na śmieci  oraz 3 stacje na psie nieczystości. Zaproponowane w projekcie modele lamp, ławek, stacji i koszy są zgodne z założeniami głównego projektanta parku, a przyjęte kwoty to aktualne ceny tych modeli.",[]
103,bd,,"Zagospodarowanie terenu za stadionem przy ul. Lotniczej 72 - Między ul. Idzikowskiego/Metalowców. (Strefa sportów miejskich - Bule, piłka siatkowa, place zabaw, ścieżka zdrowia z siłownią zewnętrzną) ",0,0,791777,791777.0,1,rekreacja,od 500 tys. zł,Gądów-Popowice Płd.,"Okolice stadionu przy ul. Lotniczej 72, pomiędzy ulicami Metalowców a Idzikowskiego.",Projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/103/103_5.pdf', '\n\n\nZałącznik nr 1\n\n']]"
79,niewybrany,475,"Przebudowa ścieżki rowerowej na ul. Powstańców Śląskich, odcinek między ul. Hallera a Sztabową ",0,0,130000,130000.0,1,rowery,do 150 tys. zł,Powstańców Śląskich,"Ulica Powstańców Śląskich, odcinek pomiędzy ul. Hallera a ul. Sztabową; pas zieleni między jezdniami",projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/79/79_1.pdf', '\n\n\nZałącznik nr 1\n\n']]"
192,bd,,Budowa ciągu pieszo-rowerowego z Żernik do Maślic i Stabłowic ; ETAP I ul. Przednia - ul. Grabowa z kładką nad torami ,0,0,1135000,1135000.0,1,droga,od 500 tys. zł,Żerniki,"Obręb geodezyjny : Żerniki od ul. Przedniej do ul. Grabowej , działki 7/2 i 2/8","Projektuje się wybudowanie ciągu pieszo- rowerowego od Żernik ( ul. Przednia ) do Maślic (Królewiecka) i Stabłowic (Piotrkowska) z kładkami w miejscu skrzyżowań z torami kolejowymi. Zadanie podzielono na 3 etapy zgodnie z załączonymi rysunkami. Głównym zadaniem przedsięwzięcia jest połączenie osiedli mieszkaniowych drogami rowerowymi między sobą oraz z kompleksem leśnym położonym przy ul. Kosmonautów.Proponowane ciągi pieszo- rowerowe ułatwią także dostęp do budowanego szpitala w rejonie Stabłowic. Projektując przebieg dróg uwzględnino projektowane osiedle, w sąsiedztwie Żernik Nowych, tzw WUWĘ 2 wraz z projektowaną kładką nad ul. Kosmonautów oraz istniejące drogi rowerowe przy ul. Kosmonauów i Królewieckiej.
Wnioskowany etap I( od ul. Przedniej do Grabowej) ma przebiegać wzdłuż rzeki Ługowiny gdzie, zgodnie z mpzp dla WUWY2 oraz Studium Uwarunkowań i Kierunków Zagospdarowania Przestrzennego Wrocławia, mają powstać tereny rekreacyjne. Wybudowanie tego etapu znacznie ułatwi komunikację miedzy Żernikami a Żernikami Nowymi( częściowo zrekompensuje zlikwidowanie przejazdu kolejowego przy ul. Konińskiej) . Ponadto kładka w rejonie stacji kolejowej Wrocław Żerniki poprawi bezpieczeństwo i dostępność stacji.  
Parametry I etapu:
1. Kładka nad torami- 25m
2. Ciąg pieszo rowerowy szer.2,5m - 1200m",[]
492,niewybrany,103,Przystanki wiedeńskie na ul. Sienkiewicza - przy skrzyż. Sienkiewicza/Górnickiego ,0,0,350000,350000.0,1,droga,150 tys. zł - 500 tys. zł,Wrocław,ul. Sienkiewicza/Górnickiego,"Projekt zakłada zbudowanie przystanków wiedeńskich na ul. Sienkiewicza, przy skrzyżowaniu ul. Sienkiewicza/Górnickiego",[]
