id,status,votes,title,avg_age,polarity,budget,point/cost,points,category,level,district,detailed_localization,description,attachments
315,niewybrany,268,Budowa drogi z kostki brukowej betonowej wraz z chodnikiem na odcinku ulicy Kowalskiego we Wrocławiu ,25.5746268657,2,500000,500000.0,1,drogowe,150 tys. zł - 500 tys. zł,Oporów,"ul. Jerzego Kowalskiego, Nazwa obrębu: Oporów (Wrocław), Numer arkusza mapy: 8, Numer działki: 289"," Projekt ma za zadanie dokończenie budowy ulicy Kowalskiego. Jest to odcinek ulicy który nie posiada nawierzchni z kostki betonowej. Istniejąca nawierzchnia ziemna jest niestabilna oraz dziurawa. Przy drodze powinien znajdować się chodnik. Ze względu na to że przy ulicy znajdują się domy mieszkalne oraz planowana jest rozbudowa osiedla wykonanie tej drogi jest niezbędne dla  funkcjonowania mieszkańców tak aby mogli bezpiecznie dojechać oraz dojść do swoich domów.

Droga ma składać się z: podbudowy o gr. ok. 30 cm, piasku o gr. ok. 4 cm, kostki betonowej gr. 8 cm. Obramowanie nawierzchni przewidziano krawężnikiem 15/30 na ławie betonowej z oporem z betonu C12/15. 
Całkowita długość jezdni w osi wynosi ok. 115 metrów. Powierzchnia do wybrukowania wraz z wjazdami na posesje wynosi ok. 600 m2
Chodnik ma składać się z: podbudowy o gr. 15 cm, piasku o gr. 4 cm, kostki betonowej gr. 6 cm. Obramowanie nawierzchni (zewnętrzne) przewidziano obrzeże 6/20.
Całkowita długość chodnika w osi wynosi ok. 80 metrów. Powierzchnia do jej wykonania wynosi ok: 120 m2
Wszystkie grubości podbudowy i warstwy są podane dla analogicznej sytuacji w innych miejscach oraz z doświadczenia własnego przy realizacji tego typu inwestycji. Dokładną analizę należy przeprowadzić na etapie projektu.

Kosztorys:
Projekt i inne opłaty administracyjne: 10 000,00 zł
Korytkowanie i podbudowa pod drogę: 40 000,00 zł
Droga z kostki: 80 000,00 zł
Korytkowanie i podbudowa pod kostkę: 7 000,00 zł
Chodnik z kostki: 13 000,00 zł

Jako załącznik przesyłamy poglądowy rysunek budowy odcinka drogi i chodnika.

","[['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/315/9bbfdf526df6545f304de435de69dcb5.pdf', '\n\n\nZałącznik nr 1\n\n']]"
73,wycofany,,WYDLUZENIE LEWOSKRETOW NA DZIELNICY KRZYKI PRZY GLOWNYCH DROGACH ,0,3,410000,205000.0,2,drogowe,150 tys. zł - 500 tys. zł,"Powstańców Śląskich
													, granice wrocławskich osiedli","KRZYKI
ULICA POWSTANCOW SLASKICH SKRZYZOWANIE Z HALLERA
ARMI KRAJOWEJ SKRZYZOWANIE Z SLEZNA","Skrzyżowanie Powstancow Slaskich z Wisniowa  to jedno z najbardziej ruchliwych skrzyżowań w mieście - i najbardziej niebezpiecznych. Specyficzny i dość skomplikowany układ krzyżujących się ulic sprawia sporo kłopotów kierowcom i motorniczym - często dochodzi tu do zatorów, gdy samochód czekający na zielone światło blokuje torowisko.  Na ulicy powstancow slaskich (jadac w strone bielan wroclawskich) istnieje maly nieuzywany  pas ktory dawniej sluzyl jako parking,dokladnie tuz przy przystanku tramwajowym , moglby on zostac wykorzystany do przedluzenia lewoskretu w ulice Wisniowa. Chodzi o doslownie 50 metrow.
Podobnie jestr na skrzyzowaniu Armi Krajowej z ulica Slezna. Auta skrecajace w Slezna w strone Bielan Wroclawskich czesto blokuja pas aut jadacych na wprost, poprostu sie niemieszcza !! 

Dlatego jak najszybciej powinny zostac wydluzone lewoskrety przbudowa ta zapewni większe bezpieczeństwo i jadącycm, i idącym.
",[]
237,niewybrany,40,Budowa ścieżek wraz z oświetleniem w parku pawłowickim przy ulicy Starodębowej i Przedwiośnie ,37.975,1,500000,500000.0,1,zieleń/rekreacja,150 tys. zł - 500 tys. zł,Pawłowice,"Park przy ulicy  Starodębowej i Przedwiośnie, AM-19 działka 9/2","Park Pawłowicki jest – dzięki placowi zabaw – miejscem gdzie rodziny z dziećmi mogą się spotkać. Obok jednak placu zabaw jest duży, niewykorzystany park. Chcielibyśmy zbudować tam ścieżki wraz z oświetleniem oraz ławki. Dzięki temu Pawłowice zyskały by miejsce, gdzie nasi mieszkańcy mogliby spędzać wspólnie ze sobą czas. Byłoby to miejsce wspólnego przebywania i spacerowania. 
Pawłowice to piękne osiedle. Brak jest jednak tu miejsca gdzie rodziny z dziećmi mogliby wspólnie spędzać czas. Wykonanie ścieżek i ławek podniosłoby atrakcyjność parku i służyłoby mieszkańcom Pawłowic oraz gościom spoza osiedla.
",[]
524,niewybrany,432,Oczyszczenie i konserwacja przejazdu pod nasypem kolejowym na ulicy Krzyckiej ,39.3009259259,-1,150000,150000.0,1,inne,do 150 tys. zł,Krzyki-Partynice,ulica Krzycka,"Przejazd pod nasypem kolejowym na ulicy Krzyckiej jest obskurny i brzydki. Jedno z piękniejszych i bardziej renomowanych osiedli we Wrocławiu zasługuje na ładniejszą bramę.
Projekt zakłada wymycie, oczyszczenie oraz konserwację części metalowych. Musiałby być realizowany we współpracy z PKP.",[]
632,niewybrany,88,Remont nawierzchni początkowego odcinka ul. Vivaldiego od ul. Buforowej do wysokości  szlabanu Wspólnoty Mieszkaniowej Cztery Pory Roku LATO ul. Vivaldiego 2c ,36.9659090909,0,180000,90000.0,2,drogowe,150 tys. zł - 500 tys. zł,Jagodno,Jagodno dz. 20/1 AR 2 Własność Gmina Wrocław,Odcinek drogi ul. Vivaldiego ok. 100 m od zjazdu z ul. Buforowej do wjazdu na teren Wspólnoty Mieszkaniowej CPR Lato nie posiada nawierzchni asfaltowej przejazd odbywa się po nawierzchni z płyt betonowych ułożonej przez dewelopera i przekazanej do Zarządcy Drogi ZDiUM Wrocław. Pozostały odcinek drogi ul. Vivaldiego został wykonany docelowo przez [...]. Po 13 latach użytkowania płyty zaczynają się miejscowo wykruszać przy zjeździe na teren Wspólnoty zapadać przy dużych opadach woda spływa na parking Wspólnoty i go zalewa.  Powyższe ma miejsce z uwagi na duże natężenie ruchu i jeżdżące samochody ciężarowe z materiałami betonowymi na trwające nieopodal budowy.,[]
166,wycofany,,Modernizacja placu szkolnego w Szkole Podstawowej Nr 27 ,0,0,500000,500000.0,1,edukacja,150 tys. zł - 500 tys. zł,Żerniki,http://geoportal.wroclaw.pl/poi/pt/59418/ul.RUMIANKOWA/34?4,"Plac przy szkole wymaga odnowienia, wymiany płyt chodnikowych na kostkę brukową, montażu ławek przed szkołą oraz zamontowania oświetlenia 4 lampy.",[]
190,wycofany,,Wrocławskie tramwaje - żaden w ferie zimowe w zajezdni nie zostaje. ,0,0,200000,200000.0,1,inne,150 tys. zł - 500 tys. zł,Wrocław,miasto Wrocław,"W 2016r. w okresie ferii zimowych (wg. kalendarza szkolnego) tramwaje będą kursować bez wprowadzania zmian w rozkładzie tj. nie co 15 minut w szczycie, ale co 12 minut i nie co 20 minut w ciągu dnia, ale co 15 minut.  Okres ferii bez zmian w kursowaniu tramwajów (z małymi wyjątkami np. linia 33 nie co 6 minut, ale co 10 minut - zamiast 15 obecnie w okresie ferii, inne wyjątki oparte już na doświadczeniach pracowników merytorycznych zajmujących się układaniem rozkładów jazdy MPK)
Pasażerowie odczuwają dyskomfort podróżując komunikacją w tym okresie tj.  są zbyt zapełnione tramwaje, co czyni podróż uciążliwą. Większość z pracujących ludzi nie ma wolnych dni w  tym okresie, jak dzieci. Dojazd do pracy i z powrotem nie powinien być tak kłopotliwy, jak jest to odczuwalne we Wrocławiu w tej porze zimowej. Wniosek opieram na obserwacjach poczynionych w ubiegłych latach. W 2016r. spróbujmy to zmienić, by było bez zmian  - w rozkładach jazdy tramwajów.",[]
8,wycofany,,Boisko wielofunkcyjne przy ul. Cynamonowej ,0,0,486800,486800.0,1,sport,150 tys. zł - 500 tys. zł,Lipa Piotrowska,"Działka u zbiegu ulic Cynamonowej i Anyżowej (obręb Lipa Piotrowska, arkusz mapy 5, działka nr 3/8)","Budowa ogólnodostępnego boiska wielofunkcyjnego o nawierzchni syntetycznej do piłki ręcznej i koszykówki. Projekt zakłada wykonanie ogrodzenia, niewielkiego chodnika, sprzęt towarzyszący: ławki, stojak na rowery, kosz na śmieci. 
Celem projektu jest stworzenie nowoczesnej przestrzeni zachęcającej do aktywności fizycznej na świeżym powietrzu na osiedlu Lipa Piotrowska, na którym nie ma infrastruktury sportowo-rekreacyjnej, a najbliższa szkoła obwodowa z boiskiem oddalona jest o ponad 6 km. Na osiedlu powstają nowe kompleksy budynków jedno- i wielorodzinnych, ale w planach nie ma na razie wybudowania tu szkoły czy też obiektu sportowego. Najbliższe boisko znajduje się na Widawie. Jego znaczne oddalenie i brak bezpiecznej drogi, a także ograniczona funkcjonalność powodują, że nie jest alternatywą dla projektowanego obiektu.
Boisko będzie zlokalizowane w dogodnym miejscu w centralnej części osiedla. Na działce AR_5, 3/8 (i 3/7) znajduje się obecnie zaniedbane, prowizoryczne boisko do piłki nożnej i kosz do koszykówki, górka saneczkowa, część nieużytkowana porośnięta jest samosiejkami. Boisko będzie atrakcyjnym elementem przestrzeni publicznej, który umożliwi integrację i aktywizację społeczności lokalnej. Na osiedlu nie ma innej lokalizacji należącej do Gminy Wrocław, na której mogłaby być realizowana taka funkcja.
O potrzebie takiej inwestycji świadczy bardzo duże poparcie dla projektu boiska wielofunkcyjnego zgłoszonego w WBO 2014 (nr 38), który zdobył 2312 głosów, nie wystarczyło to jednak, aby został zrealizowany. W obecnym projekcie zrezygnowano z niektórych elementów w celu obniżenia kosztów (powierzchnia boiska jest mniejsza od boiska do piłki ręcznej i koszykówki w programie Orlik 2012).
Beneficjenci: mieszkańcy Lipy Piotrowskiej, Widawy i inni użytkownicy miasta.","[['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/8/a3b2f384c74ea9eb31b7567e1d28fb51.pdf', '\n\n\nZałącznik nr 1\n\n']]"
210,wycofany,,Utworzenie traktu rekreacyjno-spacerowego na drodze gruntowej  łączącej ul. Gagarina z asfaltową drogą serwisową Przy Autostradowej Obwodnicy Wrocławia. ,0,3,95800,47900.0,2,zieleń/rekreacja,do 150 tys. zł,Muchobór Wielki,"Wrocław , ul. Gagarina. numer geodezyjny działki :    AR_ 17,18 .","Część ul. Gagarina przebiega przez nieutwardzoną drogę, która  łączy ją z asfaltową drogą serwisową Autostradowej Obwodnicy Wrocławia . Łącznik ten  - o długości ok. 220 metrów - jest w bardzo złym stanie technicznym , ma duże ubytki w nawierzchni, jest bardzo nierówny. .Odcinek tej drogi jest atrakcyjny szczególnie dla dzieci ze względu na to, że swobodnie ,bez narażenia się na kontakt z pojazdami mechanicznymi mogą pobiegać, pojeździć na rowerze.
Utworzenie traktu rekreacyjno-spacerowego polegało by na:
1.Utwardzeniu, wyrównaniu nawierzchni drogi i wysypaniu jej drobnym tłuczniem przez   co poprawi się znacząco  komfort  poruszania się pieszych i rowerzystów.
2.Ustawieniu  wzdłuż drogi 10 ławek do odpoczynku, przez co droga ta stała by się bardziej atrakcyjna ,mogła by służyć do aktywnego spędzenia czasu na świeżym powietrzu, pozwoliło by to na integrację lokalnej społeczności.
3.Zamontowaniu :
- na początku i końcu drogi ruchomych( otwieranych przez uprawnione osoby) zapór  uniemożliwiających wjazd na nią nieuprawnionych pojazdów samochodowych, 
- wzdłuż drogi koszy na śmieci,
-oświetlenia nocnego zgodnie z obowiązującymi normami.
4.Nasadzeniu  drzew i roślinności co przyczyni się do :
- poprawy mikroklimatu, regulacji zawartości tlenu i  dwutlenku węgla w atmosferze, zmniejszenia stopnia  zanieczyszczenia powietrza,
- tłumienia hałasu dobiegającego z Autostradowej Obwodnicy Wrocławia ponieważ drzewa i roślinność  rozpraszają i pochłaniają część energii akustycznej, łagodzą gwałtowność narastania i spadku poziomu dźwięków. Nasadzone drzewa będą stanowiła alternatywę i uzupełnienie dla istniejących  barier dźwiękochłonnych .

","[['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/210/8a8eb0f164f7496078fbdc5f016bb3ef.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/210/6de08a71edc0e5d59104af835130420d.pdf', '\n\n\nZałącznik nr 2\n\n'], ['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/210/27e5bb7408848d5c6258e982055b0bb7.pdf', '\n\n\nZałącznik nr 3\n\n']]"
239,niewybrany,184,Oczyszczenie stawu przeciwpożarowego ,43.8858695652,0,500000,500000.0,1,zieleń/rekreacja,150 tys. zł - 500 tys. zł,Żerniki,"Żerniki, AR_30, 39","Staw przeciwpożarowy znajdujący się pomiędzy ulicami Żernicką oraz Objazdową od lat nie pełni już swojej pierwotnej funkcji. Zajmuje jednak szczególne miejsce zarówno na naszym Osiedlu, jak i w świadomości żernickiej społeczności. Pomimo swojej niewielkiej powierzchni, zachęca do wizyt małżeństwa z dziećmi, miłośników przyrody, sezonowych dokarmiaczy kaczek, a nawet wędkarzy. 
Niestety powierzchnia lustra wody w bardzo szybkim tempie zmniejsza się, a oczyszczenie zbiornika nie jest tylko kwestią estetyki. Nasz staw bowiem nie jest wyłącznie celem zwykłych spacerowiczów, ale również wandali, którzy przez lata uczynili z niego prawdziwe wysypisko śmieci. Zalegające w wodzie odpady mają destruktywny wpływ na życie wielu gatunków zwierząt, które zadomowiły się w zbiorniku. ",[]
337,wycofany,,Piękny zakątek dla turystów i mieszkańców ,0,-1,20490,20490.0,1,zieleń/rekreacja,do 150 tys. zł,Ołbin,"Park im. Św. Edyty Stein przy rogu ul. Nowowiejskiej i Kardynała Stefana Wyszyńskiego 
AR_14,81","Projekt dotyczy ogrodzenia kamienia granitowego, stojącego w Parku im. Św. Edyty Stein. 
Św. Edyta Stein jest patronką Europy i Park otrzymał Jej imię. Na kamieniu wygrawerowane są Jej słowa ""Kto szuka prawdy,  znalazł Boga, chociaż sam by o tym nie wiedział"". 
Ogrodzenie ma być zabezpieczeniem przed biegającymi zwierzątkami, a także pełnić  funkcję ozdoby. 
Kamień ma również rolę informacyjną dla turystów, których w tej części miasta jest wielu.",[]
519,wybrany,1692,Rewitalizacja podwórka ul. Nowowiejska / Wygodna ,34.3723404255,-2,150000,75000.0,2,rewitalizacja,do 150 tys. zł,Ołbin,"Ołbin, ul. Nowowiejska 15-21, nr działki: 47, 57, 58, 59","Projekt zakłada rewitalizację podwórka pomiędzy ul. Nowowiejską 15-21 i ul. Wygodną, tj: utwardzenie części drogi, a także ułożenie trawników i wyremontowanie alejek wraz z budową małego placu zabaw dla dzieci z ogrodzeniem. Podwórko przy ul. Nowowiejskiej 15-21, a szczególnie śmietnik wyglądają odrażająco, dlatego ważne jest, aby po wielu latach zrobić w tym miejscu porządek. Poza tym droga do bram od podwórka szczególnie po opadach deszczu lub śniegu jest brodzeniem w błocie. Wygląd alejek i trawników także pozostawia wiele do życzenia. Naprzeciwko podwórka znajduję się szkoła i podwórko to powinno w końcu wyglądać na miarę centrum miasta. Z rewitalizacji skorzystają na pewno okoliczni mieszkańcy, co ułatwi im dojście do bram od strony podwórka, poza tym powstanie zabudowanego śmietnika oraz placu zabaw dla dzieci znacząco poprawi wygląd samej okolicy.","[['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/519/87a4b2efc335913845964859803c7886.pdf', '\n\n\nZałącznik nr 1\n\n']]"
279,wycofany,,Połączenie rowerowe pl. Solnego z pl. Bohaterów Getta ,0,0,100000,100000.0,1,piesze/rowerowe,do 150 tys. zł,Stare Miasto,23/22,"Na skrzyżowaniu ul. Kazimierza Wielkiego i ul. Krupniczej powstał przejazd dla rowerów, wciąż jednak dojazd stamtąd na pl. Solny jest utrudniony z powodu schodów położonych między pl. Solnym i pl. Bohaterów Getta. Celem projektu jest zwężenie schodów i zbudowanie obok nich pochylni dla rowerów/wózków, która ułatwi dostęp do centrum Starego Miasta.",[]
559,wycofany,,Montaż stojaków rowerowych przy placówkach oświatowych Familijnego Wrocławia ,0,0,23700,2962.5,8,edukacja,do 150 tys. zł,Wrocław,"ul.Raciborska 2, nr 24
ul.Stanów Zjednoczonych 88, nr 85/2
ul. Monterska 4, nr 59/5
ul.Starogajowa 68a, nr 46
ul.Roosevelta 15, nr 11
ul.Piękna 56J, nr 4/11
ul.Zielna 42, nr 66
ul.Zatorska 11, nr 9","Celem projektu jest montaż stojaków rowerowych przy publicznych placówkach oświatowych prowadzonych przez Familijny Wrocław. Konieczność realizacji tego projektu wynika przede wszystkim z potrzeb rodziców, którzy chcieliby odwozić i odbierać dzieci z placówek, korzystając z rowerów. Planuje się ustawienie stojaków przy następujących placówkach:
•	Przedszkole Logicus (ul. Raciborska 2) – stojak na 6 stanowisk
•	Przedszkole Omnibus (ul. Stanów Zjednoczonych 88) – stojak na 6 stanowisk
•	Przedszkole Cogito (ul. Monterska 4) – stojak na 6 stanowisk
•	Przedszkole Galileo (ul. Starogajowa 68a) – stojak na 6 stanowisk
•	Przedszkole i Szkoła Leonardo (ul. Roosevelta 15) – stojak na 6 stanowisk
•	Przedszkole Pitagoras (ul. Piękna 56J) – stojak na 12 stanowisk
•	Przedszkole Columbus (ul. Zielna 42) – stojak na 12 stanowisk
•	Przedszkole i Szkoła Marco Polo (ul. Zatorska 11) – stojak na 12 stanowisk.

Brak stojaków uniemożliwia rodzicom bezpieczne i komfortowe pozostawienie roweru na czas przyprowadzania i odbioru dziecka z placówki, tym samym zniechęca rodziców do korzystania z najbardziej ekologicznego i zdrowego sposobu przemieszczania się po mieście. Dzięki realizacji projektu zostanie zapewniony dostęp do stojaków, co pozwoli na promowanie wśród rodziców korzystania z rowerów jako środka transportu i tym samym upowszechnianie proekologicznych postaw u rodziców jak i ich dzieci. Ze stojaków na rowery będą mogli również korzystać inni mieszkańcy Wrocławia, ze względu na to, iż stojaki będą ogólnodostępne, wpisując się tym samym w politykę rowerową Miasta Wrocławia.
",[]
313,niewybrany,220,Modernizacja ulicy Stodolnej - budowa ciągu pieszo - jezdnego  ,44.0454545455,-3,500000,250000.0,2,drogowe,150 tys. zł - 500 tys. zł,Maślice,"Ulica Stodolna, miasto Wrocław,  obręb ewidencyjny 0035- Maślice , działka geodezyjna nr 47 AM 12, o pow. 0,1582 ha, WR1K/00260947/0","Obecnie ulica Stodolna stanowi drogę gruntową, na której brak jakiejkolwiek nawierzchni i chodników. Na całej ulicy występują głębokie dziury i wyrwy, które w okresie od jesieni do wiosny stanowią głębokie kałuże i często woda z ulicy przelewa się do piwnic budynków mieszkalnych. Z ulicy wystają studzienki kanalizacyjne. Z uwagi na brak chodników przejście ul. Stodolną staje się wręcz niemożliwe. W tym miejscu pragnę zwrócić uwagę, że ulica Stodolna stanowi dla dzieci drogę do szkoły przy ul. Suwalskiej, które przemierzają ją w czasie roku szkolnego kilka razy dziennie.  W latach 90-tych ul. Stodolna wyłożona była kostką brukową, którą w trakcie budowy kanalizacji miejskiej usunięto. Mieszkańcy usłyszeli wówczas obietnicę, że po zakończeniu tej inwestycji Miasto Wrocław przeprowadzi remont ulicy. Nie dość, że taki remont nie został nigdy przeprowadzony, to w czasie budowy kompleksu przedszkolno-szkolnego przy ul. Suwalskiej, przez ul. Stodolną jeździły ciężarówki i ciężki sprzęt, które obsługiwały budowę szkoły co dodatkowo wpłynęło na pogorszenie stanu drogi. Pomimo tak fatalnego stanu ulicy do dnia dzisiejszego nie został przeprowadzony jej remont. 
 Mając na względzie fakt, że Miasto Wrocław na terenie Maślic przeprowadziło szereg inwestycji, w tym. m.in. budowę stadionu miejskiego, budowę nowoczesnej szkoły uważam, że należy przeprowadzić modernizację ul. Stodolnej, która w obecnym stanie rzeczy bardzo szpeci i nie przystaje do wizerunku Wrocławia, a okolicznym mieszkańcom uniemożliwia normalne życie. ","[['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/313/6746719cf8d45058147b3a63985583cc.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/313/a746be52181075078c36f7d2f9da0001.pdf', '\n\n\nZałącznik nr 2\n\n'], ['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/313/fd656357c1aaa11b8d427e215cb3736c.pdf', '\n\n\nZałącznik nr 3\n\n'], ['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/313/6253d01152728b2c9ea62f5d86f80f59.pdf', '\n\n\nZałącznik nr 4\n\n']]"
502,niewybrany,151,"Zagospodarowanie terenu między budynkami przy pl. Muzealnym, ul. Piłsudskiego i pl. Legionów - drzewa, krzewy, plac zabaw ",40.5298013245,0,150000,150000.0,1,zieleń/rekreacja,do 150 tys. zł,Przedmieście Świdnickie,"Stare Miasto, AR_32, 34/14",Projekt zakłada zagospodarowanie terenów zielonych poprzez nasadzenie drzew i krzewów oraz przywrócenie centralnej części terenu funkcji placu zabaw dla dzieci (kilka lat temu zdemontowano tam większość urządzeń placu zabaw). Realizacja projektu poprawi warunki wypoczynku wszystkim użytkownikom a dzieciom zapewni miejsce do aktywnej zabawy.,[]
661,niewybrany,811,"Osiedle ogród — Bezpieczeństwo i rekreacja w miejscu zamieszkania. Aleja. Założenie ogrodowo-parkowe w obrębie ulic: Grudziądzka, Krzywoustego, Brucknera, Kętrzyńska, Giżycka. ",52.1676942047,0,500000,500000.0,1,zieleń/rekreacja,150 tys. zł - 500 tys. zł,Karłowice-Różanka,"założenie ogrodowo-parkowe w obrębie ulic Kromera, Krzywoustego, Kętrzyńskiej i Giżyckiej
Obręb Kowale, AR25/3 dr (w zarządzie ZZM i ZDiUM)
Obręb Kowale, AR25/7 dr (w zarządzie ZZM i ZDiUM)","1.	Projekt wpisuje się w ideę „Wrocław - Europejska Stolica Kultury 2016” (Aplikacja: Miasto parków i ogrodów).
2.	Założenie urbanistyczne wraz z zabudowaniami przy ul. B. Krzywoustego i ul. Grudziądzkiej objęte jest pełną ochroną konserwatorską (nr rej. zabyt. A/1057, decyzja Wojewódzkiego Konserwatora Zabytków we Wrocławiu, 12 maja 2008). 
3.	Powódź z 1997 r. przyczyniła się do znacznej degradacji.
4.	Aleja stanowi główny ciąg pieszy – łącznik osiedlowy - łączy osiedle i przystanki autobusowa przy ul. B. Krzywoustego z ul. Kętrzyńską i Brucknera, przy której zlokalizowany jest kościół i 3 szkoły: Gimnazjum Nr 39, Gimnazjum Nr 49 i Liceum Ogólnokształcące Nr XIV
5.	Podniesienie standardu życia.
6.	Podniesienie bezpieczeństwa.
7.	Przykład umiejętnego zaplanowania i połączenia funkcji ogrodów działkowych z funkcją rekreacyjną dla mieszkańców osiedla wiąże się z ideą miasta–ogrodu Ebenezera Howarda z 1898 r.
8.	Aleja parkowa ma silnie zniszczoną nawierzchnie i w okresach deszczowych oraz okresie jesień-zima-wiosna jest całkowicie wypełniona wodą i błotem, co znacznie utrudnia komunikację, a czasem staje się ona niemożliwa.

Beneficjenci
Gmina Wrocław, mieszkańcy osiedla.
","[['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/661/482890190bf06efed2848e87a54a2803.pdf', '\n\n\nZałącznik nr 1\n\n']]"
762,wycofany,,Budowa bezpiecznego przejścia dla pieszych przez tory kolejowe w okolicy stawu Królewieckiego ,0,-1,150000,150000.0,1,piesze/rowerowe,do 150 tys. zł,"Maślice
													, Leśnica","Maślice, AR_19, 1, Stabłowice, AR_15, 4/3, Maślice, AR_19, 36","W okresie letnim w okolicy stawu Królewieckiego wypoczywa dużo osób. W miejscu w którym spotykają się dzielnice: Stabłowice, Maślice, Żerniki i Pilczyce i przebiega linia kolejowa oraz przepływa rzeka Ługowina istnieje już nielegalne przejście przez tory. Jest ono zapewne użytkowane przez właścicieli pobliskich działek oraz ludzi wypoczywających nad stawem w okolicy ul. Narzędziowej i spacerujących po tamtejszym ""parku"".
Beneficjentami będą zatem właściciele ogródków działkowych dzielnicy Stabłowice oraz mieszkańcy Maślic i okolic.
W ramach projektów zostałoby wykonane:
- ułożenie płyt przejazdowych typu CBP w celu zapewnienia bezpiecznego przejścia przez tory nawet z wózkiem dziecięcym
- zamontowanie metalowych barier uniemożliwiających szybkie, przypadkowe wtargnięcie pod nadjeżdżający pociąg",[]
86,niewybrany,69,Bezpieczne przejście dla pieszych u zbiegu ulic Pasteura-Marcinkowskiego ,47.5797101449,3,100000,50000.0,2,piesze/rowerowe,do 150 tys. zł,Plac Grunwaldzki,"ul. Pasteura; AR_30, dz.34/2; Własność Gminy w zarządzie, użytkowaniu;","Celem projektu jest zapewnienie bezpieczeństwa na nieoznakowanym przejściu przez ul. Marcinkowskiego u zbiegu ulic Marcinkowskiego i Pasteura. Od wielu lat łuki jezdni i chodniki na rogach tych ulic zastawiane są samochodami (głównie w dni powszednie), w sposób utrudniający a czasem uniemożliwiający sprawne przejście pieszych przez jezdnię (między ciasno ustawionymi samochodami trudno znaleźć przestrzeń do przejścia z chodnika na jezdnię i co bardziej niebezpieczne z jezdni na chodnik, zwłaszcza osobom z wózkami, osobom chodzącym z kulami).  Przejście jest jedynym na długości ul. Pasteura, łączy jedyny chodnik  ul. Pasteura, po drugiej stronie ulicy jest tylko wąska scieżka na nabrzeżu Odry. ","[['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/86/58af3f4923da27f500821f0423f83246.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://www.wroclaw.pl/budzet-obywatelski-wroclaw/files/attachments_2015/86/6826920fbc9b749bfb8544de82e6154a.pdf', '\n\n\nZałącznik nr 2\n\n']]"
589,wycofany,,Legnicka/Dobra – uspokojenie ruchu ,0,0,5000,5000.0,1,drogowe,do 150 tys. zł,Szczepin,"ul.Legnicka/Dobra droga gminna nr G106491 D
Stare Miasto, AM 8, dz. 23/1","Wykonanie zwężenia jezdni na zakończeniu ul. Dobrej od strony ul. Legnickiej przed wyznaczonym przejściem dla pieszych i ścieżką rowerową, poprzez wykonanie obustronnych zwężeń pasa jezdni ul. Dobrej w postaci wyniesionych półwyspów. Ewentualnie zwężenia jednostronnego, od strony prawej (jadąc w stronę ul. Legnickiej, w miejscu aktualnej powierzchni wyłączonej z ruchu (obszar liniowany). Obszar aktualnie pełni funkcję miejsc postojowych, znacznie ograniczając widoczność. Zwężenie jezdni ma na celu  uspokojenie ruchu samochodowego przy wlocie w ulicę Legnicką oraz zwiększenie  widoczności dla  kierującego pojazdem oraz dla pieszych i rowerzystów. ",[]
